WT_DigiSWAN-VST_T1_Cpt1_TLRatio1,WT_DigiSWAN-VST_T1_Cpt1_ILRatio1,WT_DigiSWAN-VST_T1_Cpt2_TLRatio1,WT_DigiSWAN-VST_T1_Cpt2_ILRatio1,WT_DigiSWAN-VST_T2_Cpt1_TLRatio1,WT_DigiSWAN-VST_T2_Cpt1_ILRatio1,WT_DigiSWAN-VST_T2_Cpt2_TLRatio1,WT_DigiSWAN-VST_T2_Cpt2_ILRatio1,WT_DigiSWAN-VST_T3_Cpt1_TLRatio1,WT_DigiSWAN-VST_T3_Cpt1_ILRatio1,WT_DigiSWAN-VST_T3_Cpt2_TLRatio1,WT_DigiSWAN-VST_T3_Cpt2_ILRatio1,WT_DigiSWAN-VST_T4_Cpt1_TLRatio1,WT_DigiSWAN-VST_T4_Cpt1_ILRatio1,WT_DigiSWAN-VST_T4_Cpt2_TLRatio1,WT_DigiSWAN-VST_T4_Cpt2_ILRatio1,WT_F-M-M_PMSs_PMS_BVG_01,WT_F-M-M_PMSs_PMS_BVG_02,WT_F-M-M_PMSs_PMS_BVG_03,WT_F-M-M_PMSs_PMS_BVG_04,WT_F-M-M_PMSs_PMS_BVO_01,WT_F-M-M_PMSs_PMS_BVO_02,WT_F-M-M_PMSs_PMS_BVO_03,WT_F-M-M_PMSs_PMS_BVO_04,WT_F-M-M_PMSs_PMS_BVO_05,WT_F-M-M_PMSs_PMS_BVO_06,WT_F-M-M_PMSs_PMS_OP_011,WT_F-M-M_PMSs_PMS_BVW_01,WT_F-M-M_PMSs_PMS_BVW_02,WT_F-M-M_PMSs_PMS_BVW_03,WT_F-M-M_PMSs_PMS_BVW_04,WT_F-M-M_PMSs_PMS_BVW_05,WT_F-M-M_PMSs_PMS_BVW_06,WT_TMS_T1_BV_011,WT_TMS_T1_BTV_021,WT_TMS_T1_BTV_031,WT_TMS_T1_BV_041,WT_TMS_T1_BTV_051,WT_TMS_T1_BTV_061,WT_TMS_T1_BV_IO1,WT_TMS_T1_BV_IW1,WT_TMS_T1_BV_IE1,WT_TMS_T2_BV_011,WT_TMS_T2_BTV_021,WT_TMS_T2_BTV_031,WT_TMS_T2_BV_041,WT_TMS_T2_BTV_051,WT_TMS_T2_BTV_061,WT_TMS_T2_BV_IO1,WT_TMS_T2_BV_IW1,WT_TMS_T2_BV_IE1,WT_TMS_T3_BV_011,WT_TMS_T3_BTV_021,WT_TMS_T3_BTV_031,WT_TMS_T3_BV_041,WT_TMS_T3_BTV_051,WT_TMS_T3_BTV_061,WT_TMS_T3_BV_IO1,WT_TMS_T3_BV_IW1,WT_TMS_T3_BV_IE1,WT_TMS_T4_BV_011,WT_TMS_T4_BTV_021,WT_TMS_T4_BTV_031,WT_TMS_T4_BV_041,WT_TMS_T4_BTV_051,WT_TMS_T4_BTV_061,WT_TMS_T4_BV_IO1,WT_TMS_T4_BV_IW1,WT_TMS_T4_BV_IE1,WT_WH_Whp,WT_WH_Wht,WT_WH_Csgp,WT_SEP_GasPA,WT_SEP_GasDPA,WT_Conventional_GasT1,WT_Conventional_OilT1,WT_OilQA,WT_OilVA,WT_WaterQA,WT_WaterVA,WT_GasQA,WT_GasVA,WT_WH_Whttest1,WT_WH_Whttest2,WT_WH_Whptest1,WT_WH_Whptest2
%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,psia,degC,psia,psia,psia,degC,degC,sm3/d,sm3,sm3/d,sm3,sm3/d,sm3,degC,degC,psia,psia
70,50,70,50,70,50,70,50,70,50,70,50,70,50,70,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,101.1,11.3,0,29.1,589079.7,76475.9,-17.22448886,#N/A,198.505416,#N/A
70,50,70,50,70,50,70,50,70,50,70,50,70,50,70,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,101.9,11.4,0,29.1,585170.1,76882.2,-17.85568948,#N/A,198.3929589,#N/A
70,50,70,50,70,50,70,50,70,50,70,50,70,50,70,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.81708336,#N/A,#N/A,#N/A,#N/A,96.8,11.4,0,29.1,582526.5,77286.8,-18.48615612,#N/A,198.2764572,#N/A
70,50,70,50,70,50,70,50,70,50,70,50,70,50,70,50,7,2,2,8,2,3,8,2,2,4,1,2,4,9,3,2,1,2,8,3,8,8,8,2,2,3,2,9,3,5,3,3,3,2,7,5,1,#N/A,4,3,3,8,2,2,#N/A,3,2,6,9,3,5,3,#N/A,#N/A,#N/A,#N/A,#N/A,0.310437102,#N/A,#N/A,95,11.5,0,29.1,579923.5,77689.5,-19.11586287,#N/A,198.1559157,#N/A
70,50,70,50,70,50,70,50,70,50,70,50,70,50,70,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.43685744,92.5,11.6,0,29.1,578414.6,78091.2,-19.74478384,-19.74478384,198.0313394,198.0313394
70,50,70,50,70,50,70,50,70,50,70,50,70,50,70,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.52181816,#N/A,#N/A,#N/A,87.9,11.6,0,29.1,579531.8,78493.6,-20.37289318,#N/A,197.9027335,#N/A
70,50,70,50,70,50,70,50,70,50,70,50,70,50,70,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.50119019,#N/A,89.6,11.7,0,29.1,579766.2,78896.2,-21.00016507,#N/A,197.7701031,#N/A
70,50,70,50,70,50,70,50,70,50,70,50,70,50,70,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.83188248,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93,11.8,0,29.1,579510.4,79298.7,-21.62657372,#N/A,197.6334538,#N/A
90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,3,6,2,3,3,2,2,3,1,2,3,7,9,3,6,3,#N/A,3,3,5,3,8,6,2,9,2,3,1,#N/A,2,5,3,3,#N/A,#N/A,#N/A,6,#N/A,7,8,4,6,8,2,4,2,3,1,2,1,2,2,2,#N/A,25.44915941,#N/A,#N/A,#N/A,#N/A,#N/A,91.8,11.8,0,29.1,578740.3,79700.6,-22.2520934,#N/A,197.4927912,#N/A
90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,91.3,11.9,0,29.1,577023.6,80101.3,-22.87669837,#N/A,197.348121,#N/A
90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,96.3,12,0,29.1,575531.5,80501,-23.50036297,-23.50036297,197.1994493,197.1994493
90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.313080836,#N/A,#N/A,98.2,12,0,29.1,574361.1,80899.8,-24.12306157,#N/A,197.046782,#N/A
90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.45003933,90.7,12.1,0,29.1,575353.7,81299.4,-24.74476856,#N/A,196.8901255,#N/A
90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,3,3,2,2,1,5,3,2,3,3,2,2,2,9,2,9,3,4,3,9,3,2,8,3,7,2,2,2,3,4,7,3,3,1,#N/A,3,3,3,9,#N/A,3,2,2,3,3,8,8,3,9,3,1,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,34.55044217,#N/A,62.8,12.1,0,29.1,576404,81699.6,-25.36545839,#N/A,196.7294863,#N/A
90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.00755405,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.4,12.2,0,29.1,577257.5,82100.5,-25.98510555,#N/A,196.5648709,#N/A
90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.44845581,#N/A,#N/A,#N/A,#N/A,#N/A,69.3,12.2,0,29.1,574644,82499.6,-26.60368456,#N/A,196.3962861,#N/A
90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.9,12.3,0,29.1,573349.5,82897.7,-27.22116999,-27.22116999,196.2237388,196.2237388
90,70,90,70,90,70,90,70,90,70,90,70,90,70,90,70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.3,12.3,0,29.1,573145.5,83295.8,-27.83753647,#N/A,196.0472361,#N/A
100,90,100,90,100,90,100,90,100,90,100,90,100,90,100,90,1,3,8,2,3,3,4,3,2,#N/A,3,6,9,3,2,3,5,6,9,2,3,3,2,5,3,3,1,3,2,2,5,2,9,2,5,#N/A,9,2,7,2,6,3,9,#N/A,4,6,2,7,8,2,3,5,3,#N/A,#N/A,#N/A,#N/A,0.311043832,#N/A,#N/A,50.9,12.3,0,29.1,572253.9,83693.2,-28.45275866,#N/A,195.8667853,#N/A
100,90,100,90,100,90,100,90,100,90,100,90,100,90,100,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.43734911,82.9,12.4,0,29.1,569024.7,84088.3,-29.06681127,#N/A,195.6823938,#N/A
100,90,100,90,100,90,100,90,100,90,100,90,100,90,100,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.48965285,#N/A,108.6,12.5,0,29.1,568914.9,84483.4,-29.67966906,#N/A,195.4940692,#N/A
100,90,100,90,100,90,100,90,100,90,100,90,100,90,100,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.41631911,#N/A,#N/A,#N/A,#N/A,#N/A,112.2,12.5,0,29.1,570606.5,84879.6,-30.29130682,#N/A,195.3018191,#N/A
100,90,100,90,100,90,100,90,100,90,100,90,100,90,100,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125.5,12.6,0,29.1,569048.9,85274.8,-30.90169944,-30.90169944,195.1056516,195.1056516
100,90,100,90,100,90,100,90,100,90,100,90,100,90,100,90,5,2,2,2,9,3,#N/A,7,2,2,3,2,3,3,2,3,2,3,2,3,8,3,2,#N/A,#N/A,5,3,9,2,9,2,2,3,2,2,3,2,2,#N/A,4,3,3,2,5,2,5,1,9,2,6,6,2,3,#N/A,#N/A,14.16935349,#N/A,#N/A,#N/A,#N/A,133.5,12.7,0,29.1,568210.5,85669.4,-31.5108218,#N/A,194.9055747,#N/A
100,90,100,90,100,90,100,90,100,90,100,90,100,90,100,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.310391865,#N/A,#N/A,123.5,12.8,0,29.1,565483.4,86062.1,-32.11864888,#N/A,194.7015966,#N/A
100,90,100,90,100,90,100,90,100,90,100,90,100,90,100,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.48043823,127.1,12.9,0,29.1,567561.9,86456.2,-32.72515569,#N/A,194.4937256,#N/A
100,90,100,90,100,90,100,90,100,90,100,90,100,90,100,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.88253212,#N/A,#N/A,#N/A,125.6,13,0,29.1,565804.4,86849.2,-33.33031729,#N/A,194.2819704,#N/A
100,90,100,90,100,90,100,90,100,90,100,90,100,90,100,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.4955741,#N/A,119,13.1,0,29.1,563715.4,87240.6,-33.93410882,#N/A,194.0663397,#N/A
30,10,30,10,30,10,30,10,30,10,30,10,30,10,30,10,3,3,5,3,3,8,2,8,8,6,2,8,2,3,1,2,5,2,3,6,8,7,4,2,7,3,7,2,5,6,2,#N/A,2,6,2,5,2,2,2,2,2,3,2,3,2,5,2,7,3,5,2,1,3,13.15889835,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,115.5,13.1,0,29.1,566481.3,87634,-34.53650544,-34.53650544,193.8468422,193.8468422
30,10,30,10,30,10,30,10,30,10,30,10,30,10,30,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.43054369,#N/A,#N/A,#N/A,#N/A,#N/A,109.3,13.2,0,29.1,563752.1,88025.5,-35.13748241,#N/A,193.6234871,#N/A
30,10,30,10,30,10,30,10,30,10,30,10,30,10,30,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,107,13.3,0,29.1,562228.4,88416,-35.73701501,#N/A,193.3962834,#N/A
30,10,30,10,30,10,30,10,30,10,30,10,30,10,30,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,103.4,13.4,0,29.1,564697.9,88808.1,-36.3350786,#N/A,193.1652406,#N/A
30,10,30,10,30,10,30,10,30,10,30,10,30,10,30,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.311109052,#N/A,#N/A,97.5,13.4,0,29.1,563911.3,89199.7,-36.9316486,#N/A,192.9303682,#N/A
30,10,30,10,30,10,30,10,30,10,30,10,30,10,30,10,2,2,3,2,2,2,2,3,2,3,3,2,4,6,3,8,4,2,7,4,7,2,3,3,4,4,2,3,7,2,#N/A,9,2,3,3,9,3,8,2,2,3,1,3,1,2,2,7,2,8,2,6,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.42806668,70.1,13.5,0,29.1,565236.5,89592.2,-37.52670049,#N/A,192.6916757,#N/A
